CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011812-RA,1.87E-04,24,201,97,292,437,507,723,319,506,526,52,21,9,41,25,36,75,42,43,elongation of very long chain fatty acids ,elongation of very long chain fatty acids ,GO:0009922, GO:0019367, GO:0030148, GO:0034625, GO:0034626, GO:0042761, GO:0030176, GO:0009922, GO:0102756, GO:0016021, GO:0006633, GO:0016740, GO:0102336, GO:0102337, GO:0102338, GO:0102756, GO:0006629, GO:0006631, GO:0006633, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,
AGAP005511-RA,0.030003949,24,63,76,100,108,95,99,123,108,120,261,151,34,180,203,155,180,205,126,elongation of very long chain fatty acids protein 2 ,elongation of very long chain fatty acids protein 2 ,GO:0009922, GO:0019367, GO:0030148, GO:0034625, GO:0034626, GO:0042761, GO:0030176, GO:0102756, GO:0009922, GO:0016021, GO:0006633, GO:0016740, GO:0102336, GO:0102337, GO:0102338, GO:0102756, GO:0006629, GO:0006631, GO:0006633, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,
AGAP005618-RA,0.022880709,20,749,556,857,528,575,706,378,668,584,561,517,15,644,725,708,873,710,775,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [Source:UniProtKB/TrEMBL;Acc:Q7Q6X6] ","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [Source:UniProtKB/TrEMBL;Acc:Q7Q6X6] ",GO:0010309, GO:0006555, GO:0010309, GO:0006555, GO:0005506, GO:0010309, GO:0005737, GO:0019509, GO:0005634, GO:0016491, GO:0005506, GO:0010309, GO:0010309, GO:0016491, GO:0016491, GO:0046872, GO:0051213, GO:0008652, GO:0009086, GO:0019509, GO:0019509, GO:0055114, GO:0055114, GO:0005634, GO:0005737,,,,,,,,,,,,
AGAP001995-RA,0.00946299,20,807,553.96,929,600,629.979,838,427,629,668,543,599,53,614,766,766,857,1009,951,26S proteasome alpha 2 subunit ,26S proteasome alpha 2 subunit ,GO:0010498, GO:0005839, GO:0019773, GO:0004175, GO:0010498, GO:0010499, GO:0043161, GO:0005634, GO:0005737, GO:0005839, GO:0019773, GO:0005737, GO:0006511, GO:0005634, GO:0005839, GO:0019773, GO:0051603, GO:0004175, GO:0004298, GO:0004298, GO:0008233, GO:0016787, GO:0006508, GO:0006511, GO:0051603, GO:0000502, GO:0005634, GO:0005737, GO:0005839, GO:0019773, GO:0019773,,,,,,
AGAP008816-RA,0.00946299,20,940,665,1134,719,742,999,466,714,773,611,642,11,742,795,807,1004,1260,904,26S proteasome alpha 5 subunit ,26S proteasome alpha 5 subunit ,GO:0010498, GO:0019773, GO:0005839, GO:0005634, GO:0004175, GO:0010498, GO:0010499, GO:0043161, GO:0005634, GO:0005737, GO:0005839, GO:0019773, GO:0005737, GO:0019773, GO:0005839, GO:0043161, GO:0051603, GO:0006511, GO:0004175, GO:0004298, GO:0004298, GO:0008233, GO:0016787, GO:0006508, GO:0006511, GO:0043161, GO:0051603, GO:0000502, GO:0005634, GO:0005737, GO:0005839, GO:0019773, GO:0019773,,,,
AGAP011423-RA,0.012864973,20,590,377,645,454,453,631,294,474,478,382,420,13,483,568,611,609,878,696,20S proteasome subunit beta 2 ,20S proteasome subunit beta 2 ,GO:0010498, GO:0019774, GO:0005634, GO:0005839, GO:0004175, GO:0010498, GO:0010499, GO:0043161, GO:0005634, GO:0005737, GO:0005839, GO:0004298, GO:0005737, GO:0005839, GO:0051603, GO:0004175, GO:0004298, GO:0004298, GO:0008233, GO:0016787, GO:0006508, GO:0051603, GO:0000502, GO:0005634, GO:0005737, GO:0005839,,,,,,,,,,,
AGAP013722-RA,0.007036104,24,199,157,222,95,102,169,100,153,133,139,151,2400,159,236,211,213,333,215,unspecified product ,unspecified product ,GO:0010756, GO:0005887, GO:0010756, GO:0005887, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006159-RA,0.002571701,24,672,555,679,406,554,522,549,896,689,808,701,1302,782,909,1114,830,825,755,Ras-related protein Rab-5C ,Ras-related protein Rab-5C ,GO:0012505, GO:0003924, GO:0006886, GO:0003924, GO:0006886, GO:0032482, GO:0012505, GO:0003924, GO:0005525, GO:0003924, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001891-RA,0.005153499,24,83,66,88,77,83,78,69,286,192,70,62,3,61,63,75,69,32,71,arrestin domain-containing protein 3 ,arrestin domain-containing protein 3 ,GO:0015031, GO:0005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003074-RA,0.003701424,24,703,585,923,624,743,839.293,450,871,860,505,533,0,494,625,703,561,466,562.938,mitochondrial dicarboxylate transporter (solute carrier family 25) ,mitochondrial dicarboxylate transporter (solute carrier family 25) ,GO:0015141, GO:0015709, GO:0015297, GO:0015131, GO:0071423, GO:0008272, GO:0035435, GO:0015729, GO:0071422, GO:0015116, GO:0015140, GO:0015117, GO:0015116, GO:0015117, GO:0015131, GO:0015140, GO:0015141, GO:0015297, GO:0008272, GO:0015709, GO:0015729, GO:0035435, GO:0071422, GO:0071423, GO:0015141, GO:0015709, GO:0015297, GO:0015131, GO:0071423, GO:0008272, GO:0035435, GO:0015729, GO:0071422, GO:0015116, GO:0015140, GO:0015117, 
AGAP009896-RA,1.87E-04,24,774,664,808,677,913,1246,1032,1754,1540,1859,1139,3529,1227,1044,1244,925,858,761,proton-coupled amino acid transporter ,proton-coupled amino acid transporter ,GO:0015171, GO:0003333, GO:0005774, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000473-RA,0.003701424,24,94.2891,84.1093,86.288,23.0564,51,56.182,52,28,49.0738,51.1781,35.1507,52.0191,65.1404,70.2171,87.0995,89,120,132,Aa_trans domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QFG5] ,Aa_trans domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QFG5] ,GO:0015171, GO:0003333, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005653-RA,0.030003949,24,64,43,73,20,25,26,21,34,39,102,35,0,54,90,52,103,73,101,"solute carrier family 7 (cationic amino acid transporter, y+ system) ","solute carrier family 7 (cationic amino acid transporter, y+ system) ",GO:0015179, GO:0016021, GO:0016020, GO:0055085, GO:0022857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029131-RA,0.003701424,24,348,251,269,204,229,277,209,364,248,554,547,82,582,714,649,419,400,320,unspecified product ,unspecified product ,GO:0015179, GO:0022857, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016020, GO:0016021, GO:1902475,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008843-RA,2.98E-04,20,290,170,341,693,657,977,325,541,610,178,101,213,124,76,142,214,230,184,Aquaporin 1 [Source:UniProtKB/TrEMBL;Acc:D1MYR4] ,Aquaporin 1 [Source:UniProtKB/TrEMBL;Acc:D1MYR4] ,GO:0015250, GO:0005886, GO:0016021, GO:0015267, GO:0016021, GO:0016020, GO:0055085, GO:0015267, GO:0055085, GO:0016020, GO:0016020, GO:0016021, GO:0006833,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008842-RA,0.022880709,24,129,68,194,103,92,53,115,237,297,549,246,700,305,162,435,367,197,169,aquaporin ,aquaporin ,GO:0015250, GO:0005886, GO:0016021, GO:0016021, GO:0015267, GO:0016020, GO:0055085, GO:0015267, GO:0055085, GO:0016020, GO:0016020, GO:0016021, GO:0006833,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000544-RA,0.007036104,24,280,262,246,263,323,428,264,377,314,225,214,2054,260,200,255,174,195,233,"solute carrier family 35, member E1 ","solute carrier family 35, member E1 ",GO:0015297, GO:0022857, GO:0005794, GO:0016021, GO:0016020, GO:0016021, GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012154-RA,8.73E-04,20,285,133,277,292,353,562,516,1049,932,970,451,752,464,373,439,377,195,352,solute carrier family 15 member 1 ,solute carrier family 15 member 1 ,GO:0015333, GO:0035673, GO:0071916, GO:1904680, GO:0005887, GO:0016021, GO:0006857, GO:0022857, GO:0016021, GO:0022857, GO:0006857, GO:0055085, GO:0016020, GO:0016020, GO:0016021, GO:0016020, GO:0055085, GO:0035442, GO:0035672, GO:1902600,,,,,,,,,,,,,,,,,
AGAP008718-RA,0.00946299,24,991,840,1058,727,716,1013,523,926,871,699,525,12148,792,971,1059,812,944,854,"solute carrier family 9 (sodium/hydrogen exchanger), member 6/7 ","solute carrier family 9 (sodium/hydrogen exchanger), member 6/7 ",GO:0015385, GO:0015386, GO:0051453, GO:0071805, GO:0098719, GO:0005886, GO:0055037, GO:0016021, GO:0015385, GO:0006885, GO:0010008, GO:0006812, GO:0015299, GO:0055085, GO:0006814, GO:0015297, GO:0015299, GO:0015385, GO:0006811, GO:0006812, GO:0006814, GO:0006814, GO:0006885, GO:0035725, GO:0055085, GO:1902600, GO:0016020, GO:0016021, GO:0016021, GO:0098656, GO:0005623,,,,,,
AGAP001315-RC,0.005153499,20,45.9175,105.332,67.0636,101.34,95.7711,140.793,147.186,333.405,222.413,134.403,124.33,1251.39,86.1418,181.806,193.4,61.1515,81.3562,100.077,unspecified product ,unspecified product ,GO:0015630, GO:0000226, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0015630, GO:0000226, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0000226, GO:0015630, GO:0015630, GO:0000226, GO:0000226, GO:0015630,,,,,,,,,,,,,
AGAP002130-RA,0.003701424,20,96.3818,73.0159,130.449,124.217,98.207,181.955,56.7147,90.7309,93.428,80.5176,61.9826,1,84.5744,89.8931,84.5635,123.12,102.413,103.507,tubulin-specific chaperone A ,tubulin-specific chaperone A ,GO:0015630, GO:0006457, GO:0007021, GO:0015631, GO:0015631, GO:0006457, GO:0007021, GO:0005829, GO:0015630, GO:0007021, GO:0048487, GO:0005737, GO:0005874, GO:0007023, GO:0048487, GO:0007021, GO:0007021, GO:0007023, GO:0007023, GO:0005737, GO:0005856, GO:0005874,,,,,,,,,,,,,,,
AGAP006115-RA,4.11E-04,24,1896.44,2294.68,1978.95,1225.07,1344.25,1702.12,1474.78,2896.06,2253.28,3476.8,2299.78,6008.48,4536.91,6046.42,6327.39,3274.58,5859.98,4160.1,"solute carrier family 4, anion exchanger ","solute carrier family 4, anion exchanger ",GO:0015701, GO:0051453, GO:0016021, GO:0005452, GO:0008509, GO:0016020, GO:0006820, GO:0005452, GO:0008509, GO:0006811, GO:0006820, GO:0015698, GO:0098656, GO:0016020, GO:0016020, GO:0016021, GO:0016021, GO:0005623,,,,,,,,,,,,,,,,,,,
AGAP000717-RA,2.98E-04,24,231,243,300,235,270,381,246,422,428,830,834,68,409,480,519,246,338,317,unspecified product ,unspecified product ,GO:0015718, GO:0016021, GO:0008028, GO:0008028, GO:0015718, GO:0016021, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013189-RA,0.00946299,24,680.222,389.72,762.58,714.565,849.127,887.721,733.572,991.339,1149.09,727.05,600.477,16.804,939.876,602.326,805.242,659.973,489.96,423.283,unspecified product ,unspecified product ,GO:0015908, GO:0005634, GO:0005504, GO:0005829, GO:0008289, GO:0008289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006360-RA,0.01700415,24,1177.73,1329.07,1295.99,1334.07,1611.77,1646.56,1052.83,1804.42,1743.07,783.287,882.945,5774.76,950.433,1122.22,1430.86,967.01,943.141,932.69,glutamate synthase (NADPH/NADH) ,glutamate synthase (NADPH/NADH) ,GO:0015930, GO:0016040, GO:0016491, GO:0006537, GO:0019676, GO:0005506, GO:0050660, GO:0016040, GO:0006541, GO:0051538, GO:0010181, GO:0097054, GO:0003824, GO:0051536, GO:0006807, GO:0016639, GO:0006537, GO:0016638, GO:0015930, GO:0016491, GO:0003824, GO:0005506, GO:0010181, GO:0015930, GO:0016040, GO:0016491, GO:0016638, GO:0016639, GO:0050660, GO:0051536, GO:0051536, GO:0051538, GO:0006537, GO:0006807, GO:0055114, GO:0005506, 
AGAP011351-RA,0.007036104,24,848,965,949,599,871,925,961,1871,1579,1735,1558,22274,892,1138,1502,917,1049,833,Rab6-interacting ,Rab6-interacting ,GO:0016020, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005724-RA,0.002571701,24,152,77,178,191,205,404,119,248,263,169,111,1258,101,104,108,94,109,133,lipoma HMGIC fusion partner-like protein 4 ,lipoma HMGIC fusion partner-like protein 4 ,GO:0016020, GO:0005886, GO:0007605, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000137-RA,0.022880709,24,2200,2003,2316,1526,1031,1947,1289,1859,1554,403,425,264,1220,1628,1408,1340,1749,1011,"solute carrier family 45, member 1/2/4 ","solute carrier family 45, member 1/2/4 ",GO:0016020, GO:0008506, GO:0008506, GO:0016020, GO:0016021, GO:0015770, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008806-RA,0.00946299,24,478,686,586,518,519,708,485,968,764,731,737,105,894,1099,1079,708,868,770,"beta-1,3-glucuronyltransferase ","beta-1,3-glucuronyltransferase ",GO:0016020, GO:0015018, GO:0046872, GO:0016021, GO:0015018, GO:0000139, GO:0006486, GO:0016020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013262-RA,0.039930755,24,221,266,396,193,423,385,275.814,668,603,330.755,347,1073.96,233,338,486,307,237,253,unspecified product ,unspecified product ,GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028649-RA,1.24E-04,24,91,78,192,152,183,163,189,367,356,952,716,1299,314,414,633,232,169,171,unspecified product ,unspecified product ,GO:0016020, GO:0016021, GO:0015031, GO:0005789, GO:0015031, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004819-RC,0.01700415,24,2552.81,1422.09,3138,2108.41,1870.77,2888.62,1502.31,2270.6,2534.18,1453.69,1410.25,814.378,1640.21,1638.36,1612.43,2250.03,2054.21,2119.16,receptor expression-enhancing protein 5 ,receptor expression-enhancing protein 5 ,GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002166-RA,2.98E-04,16,441,390,570,346,370,443,220,404,342,360,214,1599,508,503,561,418,441,399,"A-kinase anchor protein 1, mitochondrial ","A-kinase anchor protein 1, mitochondrial ",GO:0016020, GO:0034237, GO:0005739, GO:0016021, GO:0080090, GO:0051171, GO:0034237, GO:0005739, GO:0060255, GO:0003723, GO:0010738, GO:0003676, GO:0003676, GO:0003723, GO:0034237, GO:0010738, GO:0005739, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP007512-RA,8.73E-04,24,551,647,554,434,553,534,497,932,708,850,716,1593,794,833,1044,717,744,594,phosphatidylinositol 4-kinase ,phosphatidylinositol 4-kinase ,GO:0016020, GO:0046854, GO:0004430, GO:0005737, GO:0048015, GO:0052742, GO:0004430, GO:0052742, GO:0046854, GO:0048015, GO:0005737, GO:0016020, GO:0046854, GO:0048015, GO:0016301, GO:0016301, GO:0016301, GO:0016740, GO:0016310, GO:0046854, GO:0048015,,,,,,,,,,,,,,,,
AGAP001185-RA,0.012864973,24,1300,912,1164,865,998,1379,1243,2171,1538,2457,1920,520,1912,1667,1361,1788,1377,1161,sodium-coupled monocarboxylate transporter 1 ,sodium-coupled monocarboxylate transporter 1 ,GO:0016020, GO:0055085, GO:0022857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000637-RA,0.001269188,24,2232,2197,2270,1206,1214,1796,903,1638,1312,1192,822,11137,1457,1806,2003,1598,1777,1809,"solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) ","solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) ",GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005071-RA,0.00946299,24,606.703,665.595,694.634,551.478,647.19,635.465,542.508,929.595,927.367,1008.12,852.285,699.339,730.62,952.569,759.112,637.995,683.93,683.943,unspecified product ,unspecified product ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008375-RA,6.03E-04,24,696,454,792,698,775,1013,572,869,815,329,360,5,364,411,428,463,486,547,Mannose-P-dolichol utilization defect 1 protein homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4GY33] ,Mannose-P-dolichol utilization defect 1 protein homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4GY33] ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000728-RA,0.030003949,20,353,290.629,471,357,410,518,301,540,550,536,596,72,403,371,444,381,404.658,330,wengen ,wengen ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005071-RB,0.003701424,20,108.297,158.405,182.366,158.522,198.81,268.535,226.492,340.405,344.633,274.877,237.715,185.661,180.38,277.431,369.888,242.005,174.07,169.057,unspecified product ,unspecified product ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003468-RA,1.87E-04,24,44,24,15,37,36,34,69,119,106,164,140,1515,106,212,154,67,97,101,unspecified product ,unspecified product ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028626-RA,0.022880709,24,141,99,155,33,87,80,50,86,69,210,225,116,187,212,177,222,171,216,unspecified product ,unspecified product ,GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009020-RA,0.007036104,20,732,681,811,606,689,866,473,814,573,482,530,341,574,779,844,846,810,976,unspecified product ,unspecified product ,GO:0016021, GO:0000079, GO:0019901, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008650-RB,0.007036104,24,344.837,429.665,440.553,174.835,320.142,423.576,276.93,525.46,400.195,707.197,356.029,200.743,687.95,688.266,828.788,567.973,596.513,404.249,unspecified product ,unspecified product ,GO:0016021, GO:0000149, GO:0001786, GO:0005509, GO:0005544, GO:0019905, GO:0030276, GO:0014059, GO:0016192, GO:0017156, GO:0017158, GO:0048791, GO:0071277, GO:0005886, GO:0070382, GO:0016020, GO:0016021, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,
AGAP008137-RB,0.039930755,8,2542.98,2906.3,2388.73,1499.44,1910.72,2092.89,2118.32,3727.93,2853.49,1747.72,1488.85,16669.1,2144.97,2386.47,2918.99,1772.27,2273.61,1947.08,Niemann-Pick C1 protein ,Niemann-Pick C1 protein ,GO:0016021, GO:0005319, GO:0005319, GO:0006869, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0005319, GO:0005319, GO:0006869, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,
AGAP011296-RA,0.001269188,24,211,217,279,305,237,374,247,345,270,278,186,2131,175,198,159,199,226,177,unspecified product ,unspecified product ,GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001706-RA,0.005153499,20,166,147,260,202,210,278,173,466,438,371,342,58,180,255,475,181,189,187,unspecified product ,unspecified product ,GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028539-RA,0.01700415,24,97,45,97,37,64,69,43,100,64,119,118,51,88,153,168,100,98,113,unspecified product ,unspecified product ,GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009924-RA,0.01700415,24,4.13761,2.40394,4.7114,17.6684,16.4296,20.0177,4,12.2402,10.4517,172.783,73.427,2,165.985,99.1139,108.307,53.0005,38.8332,64.1957,unspecified product ,unspecified product ,GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013210-RA,0.001855286,20,833.88,946.123,1041.09,706.456,927.721,1424.96,1013.4,1658.43,1407.78,1102.88,726.691,9743.69,781.619,755.842,821.877,967.665,977.991,795.112,Down syndrome cell adhesion molecule-like protein 1 ,Down syndrome cell adhesion molecule-like protein 1 ,GO:0016021, GO:0005515, GO:0016020, GO:0016021, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013210-RB,0.007036104,24,132.12,110.877,130.91,88.544,74.2787,73.0429,55.5982,50.5678,37.2229,27.1155,23.3091,411.314,40.3815,62.1583,104.123,76.3355,93.0092,56.8877,Down syndrome cell adhesion molecule-like protein 1 ,Down syndrome cell adhesion molecule-like protein 1 ,GO:0016021, GO:0005515, GO:0016020, GO:0016021, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003363-RA,0.01700415,20,281,334,281,177,280,235,163,272,199,140,93,2578,264,290,306,306,380,266,Transmembrane and TPR repeat-containing protein ,Transmembrane and TPR repeat-containing protein ,GO:0016021, GO:0005783, GO:0004169, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009112-RA,0.022880709,24,1751,2344,1999,1326,1465,1793,987,1926,1567,1039,842,5092,1036,1648,1852,1242,1970,1280,unspecified product ,unspecified product ,GO:0016021, GO:0005886, GO:0005783, GO:0004169, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003373-RA,0.022880709,12,872,708,475,719,793,684,2401,2977,2124,754,780,2250,1534,1858,2307,1089,1080,880,Class B Scavenger Receptor (CD36 domain) ,Class B Scavenger Receptor (CD36 domain) ,GO:0016021, GO:0005886, GO:0016020, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004643-RA,0.007036104,24,86,38.7232,95,33,40,34,18,32,39,96,66,329,100,118.711,124,114,87,78,Class B Scavenger Receptor (CD36 domain). ,Class B Scavenger Receptor (CD36 domain). ,GO:0016021, GO:0005886, GO:0016020, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012053-RB,4.11E-04,24,1.79E-07,0,0,3.69E-08,2.69E-06,0,81.5447,165.014,215.959,215.445,337.505,103.752,301.014,227.272,244.725,123.55,172.521,55.3486,"alpha,alpha-trehalase ","alpha,alpha-trehalase ",GO:0016021, GO:0005991, GO:0004555, GO:0005975, GO:0003824, GO:0004555, GO:0004555, GO:0016787, GO:0016798, GO:0005991, GO:0008152, GO:0016020, GO:0016021, GO:0016021, GO:0005991, GO:0004555, GO:0005975, GO:0003824, GO:0004555, GO:0004555, GO:0016787, GO:0016798, GO:0005991, GO:0008152, GO:0016020, GO:0016021, GO:0016021, GO:0005991, GO:0004555, GO:0005975, GO:0003824, GO:0004555, GO:0004555, GO:0016787, GO:0016798, GO:0005991, 
AGAP028143-RA,0.012864973,24,1550,977,1667,1511,1432,2022,1404,1886,1834,1496,1738,36,1200,1111,1093,1322,1141,1201,Signal peptidase complex subunit 3 [Source:UniProtKB/TrEMBL;Acc:A0A1S4HE52] ,Signal peptidase complex subunit 3 [Source:UniProtKB/TrEMBL;Acc:A0A1S4HE52] ,GO:0016021, GO:0006465, GO:0005787, GO:0008233, GO:0006465, GO:0006465, GO:0005783, GO:0005787, GO:0005787, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029139-RA,0.005153499,20,1776,1110,2035,1785,1958,2881,1773,2586,2402,1891,1796,4935,1664,1297,1533,1779,1404,1588,unspecified product ,unspecified product ,GO:0016021, GO:0006605, GO:0005789, GO:0008320, GO:0015031, GO:0016020, GO:0006886, GO:0015450, GO:0006605, GO:0006886, GO:0015031, GO:0071806, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,
AGAP001022-RA,0.005153499,24,59,109,99,82,112,136,114,181,189,156,91,847,135,111,159,84,80,90,unspecified product ,unspecified product ,GO:0016021, GO:0007186, GO:0004930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000854-RA,0.022880709,20,193.475,229.844,173.235,141.11,163.883,149.011,103.677,221.166,165.155,292.386,250.962,1485.2,322.21,326.529,433.718,200.94,305.404,136.684,unspecified product ,unspecified product ,GO:0016021, GO:0007186, GO:0004930, GO:0016021, GO:0007186, GO:0004930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008764-RA,0.00946299,24,239,321,347,109,247,295,725,1317,851,810,746,9465,748,1189,1041,494,819,634,unspecified product ,unspecified product ,GO:0016021, GO:0008236, GO:0006508, GO:0008236, GO:0006508, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028055-RA,0.001269188,24,16,20,9,18,21,42,9,27,24,9,3,6,5,3,1,11,3,1,UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4HCP9] ,UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4HCP9] ,GO:0016021, GO:0015020, GO:0008194, GO:0015020, GO:0016740, GO:0016757, GO:0016758, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007055-RA,0.001855286,20,582,498,717,609,905,937,700,1527,1327,719,542,3648,665,761,923,640,462,611,sodium-dependent dicarboxylate transporter sdcS ,sodium-dependent dicarboxylate transporter sdcS ,GO:0016021, GO:0015137, GO:0098656, GO:0015746, GO:0015141, GO:0015137, GO:0015141, GO:0015746, GO:0098656, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0022857, GO:0055085, GO:0071422, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP002093-RA,8.73E-04,24,59,44,46,26,38,51,45,83,65,86,79,23,96,75,111,72,59,66,unspecified product ,unspecified product ,GO:0016021, GO:0015299, GO:0055085, GO:0006812, GO:0015299, GO:0006812, GO:0055085, GO:1902600, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002324-RA,0.01700415,24,123,130,102,60,99,72.9119,34,61.1661,55,45,25.298,47.0231,71,116.164,104,66.5582,83.1716,79,mitochondrial sodium/hydrogen exchanger NHA2 ,mitochondrial sodium/hydrogen exchanger NHA2 ,GO:0016021, GO:0015299, GO:0055085, GO:0006812, GO:0015299, GO:0006812, GO:0055085, GO:1902600, GO:0016020, GO:0016021, GO:0016021, GO:0015299, GO:0016021, GO:0055085, GO:0006812, GO:0015299, GO:0006812, GO:0055085, GO:1902600, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,
